run_id,token_count,length_bucket,generator_group
run_332,56,21_100,known
run_333,57,21_100,known
run_334,58,21_100,known
run_335,59,21_100,known
run_336,60,21_100,known
run_337,61,21_100,known
run_338,62,21_100,known
run_339,63,21_100,known
run_340,64,21_100,known
run_341,65,21_100,known
run_342,66,21_100,known
run_343,67,21_100,known
run_344,68,21_100,known
run_345,69,21_100,known
run_346,70,21_100,known
run_347,71,21_100,known
run_348,72,21_100,known
run_349,73,21_100,known
run_350,74,21_100,known
run_351,75,21_100,known
run_352,76,21_100,known
run_353,77,21_100,known
run_354,78,21_100,known
run_355,79,21_100,known
run_356,80,21_100,known
run_357,81,21_100,known
run_358,82,21_100,known
run_359,83,21_100,known
run_360,84,21_100,known
run_361,55,21_100,known
run_362,56,21_100,known
run_363,57,21_100,known
run_364,58,21_100,known
run_365,59,21_100,known
run_366,60,21_100,known
run_367,61,21_100,known
run_368,62,21_100,known
run_369,63,21_100,known
run_370,64,21_100,known
run_371,65,21_100,known
run_372,66,21_100,known
run_373,67,21_100,known
run_374,68,21_100,known
run_375,69,21_100,known
run_376,70,21_100,known
run_377,71,21_100,known
run_378,72,21_100,known
run_379,73,21_100,known
run_380,74,21_100,known
run_381,75,21_100,known
run_382,76,21_100,known
run_383,77,21_100,known
run_384,78,21_100,known
run_385,79,21_100,known
run_386,80,21_100,known
run_387,81,21_100,known
run_388,82,21_100,known
run_389,83,21_100,known
run_390,84,21_100,known
run_391,55,21_100,known
run_392,56,21_100,known
run_393,57,21_100,known
run_394,58,21_100,known
run_395,59,21_100,known
run_396,60,21_100,known
run_397,61,21_100,known
run_398,62,21_100,known
run_399,63,21_100,known
run_400,64,21_100,known
run_401,65,21_100,known
run_402,66,21_100,known
run_403,67,21_100,known
run_404,68,21_100,known
run_405,69,21_100,known
run_406,70,21_100,known
run_407,71,21_100,known
run_408,72,21_100,known
run_409,73,21_100,known
run_410,74,21_100,known
run_411,75,21_100,known
run_412,76,21_100,known
run_413,77,21_100,known
run_414,78,21_100,known
run_415,79,21_100,known
run_416,80,21_100,known
run_417,81,21_100,known
run_418,82,21_100,known
run_419,83,21_100,known
run_420,84,21_100,known
run_421,55,21_100,known
run_422,56,21_100,known
run_423,57,21_100,known
run_424,58,21_100,known
run_425,59,21_100,known
run_426,60,21_100,known
run_427,61,21_100,known
run_428,62,21_100,known
run_429,63,21_100,known
run_430,64,21_100,known
run_431,65,21_100,known
run_432,66,21_100,known
run_433,67,21_100,known
run_434,68,21_100,known
run_435,69,21_100,known
run_436,70,21_100,known
run_437,71,21_100,known
run_438,72,21_100,known
run_439,73,21_100,known
run_440,74,21_100,known
run_441,75,21_100,known
run_442,76,21_100,known
run_443,77,21_100,known
run_444,78,21_100,known
run_445,79,21_100,known
run_446,80,21_100,known
run_447,81,21_100,known
run_448,82,21_100,known
run_449,83,21_100,known
run_450,84,21_100,known
run_451,55,21_100,known
run_452,56,21_100,known
run_453,57,21_100,known
run_454,58,21_100,known
run_455,59,21_100,known
run_456,60,21_100,known
run_457,61,21_100,known
run_458,62,21_100,known
run_459,63,21_100,known
run_460,64,21_100,known
run_461,65,21_100,known
run_462,66,21_100,known
run_463,67,21_100,known
run_464,68,21_100,known
run_465,69,21_100,known
run_466,70,21_100,known
run_467,71,21_100,known
run_468,72,21_100,known
run_469,73,21_100,known
run_470,74,21_100,known
run_471,75,21_100,known
run_472,76,21_100,known
run_473,77,21_100,known
run_474,78,21_100,known
run_475,79,21_100,known
run_476,80,21_100,known
run_477,81,21_100,known
run_478,82,21_100,known
run_479,83,21_100,known
run_480,84,21_100,known
run_481,290,101_500,known
run_482,291,101_500,known
run_483,292,101_500,known
run_484,293,101_500,known
run_485,294,101_500,known
run_486,295,101_500,known
run_487,296,101_500,known
run_488,297,101_500,known
run_489,298,101_500,known
run_490,299,101_500,known
run_491,300,101_500,known
run_492,301,101_500,known
run_493,302,101_500,known
run_494,303,101_500,known
run_495,304,101_500,known
run_496,305,101_500,known
run_497,306,101_500,known
run_498,307,101_500,known
run_499,308,101_500,known
run_500,309,101_500,known
run_501,310,101_500,known
run_502,311,101_500,known
run_503,312,101_500,known
run_504,313,101_500,known
run_505,314,101_500,known
run_506,315,101_500,known
run_507,316,101_500,known
run_508,317,101_500,known
run_509,318,101_500,known
run_510,319,101_500,known
run_511,320,101_500,known
run_512,321,101_500,known
run_513,322,101_500,known
run_514,323,101_500,known
run_515,324,101_500,known
run_516,325,101_500,known
run_517,326,101_500,known
run_518,327,101_500,known
run_519,328,101_500,known
run_520,329,101_500,known
run_521,330,101_500,known
run_522,331,101_500,known
run_523,332,101_500,known
run_524,333,101_500,known
run_525,334,101_500,known
run_526,335,101_500,known
run_527,336,101_500,known
run_528,337,101_500,known
run_529,338,101_500,known
run_530,339,101_500,known
run_531,340,101_500,known
run_532,341,101_500,known
run_533,342,101_500,known
run_534,343,101_500,known
run_535,344,101_500,known
run_536,345,101_500,known
run_537,346,101_500,known
run_538,347,101_500,known
run_539,348,101_500,known
run_540,349,101_500,known
run_541,260,101_500,known
run_542,261,101_500,known
run_543,262,101_500,known
run_544,263,101_500,known
run_545,264,101_500,known
run_546,265,101_500,known
run_547,266,101_500,known
run_548,267,101_500,known
run_549,268,101_500,known
run_550,269,101_500,known
run_551,270,101_500,known
run_552,271,101_500,known
run_553,272,101_500,known
run_554,273,101_500,known
run_555,274,101_500,known
run_556,275,101_500,known
run_557,276,101_500,known
run_558,277,101_500,known
run_559,278,101_500,known
run_560,279,101_500,known
run_561,280,101_500,known
run_562,281,101_500,known
run_563,282,101_500,known
run_564,283,101_500,known
run_565,284,101_500,known
run_566,285,101_500,known
run_567,286,101_500,known
run_568,287,101_500,known
run_569,288,101_500,known
run_570,289,101_500,known
run_571,290,101_500,known
run_572,291,101_500,known
run_573,292,101_500,known
run_574,293,101_500,known
run_575,294,101_500,known
run_576,295,101_500,known
run_577,296,101_500,known
run_578,297,101_500,known
run_579,298,101_500,known
run_580,299,101_500,known
run_581,300,101_500,known
run_582,301,101_500,known
run_583,302,101_500,known
run_584,303,101_500,known
run_585,304,101_500,known
run_586,305,101_500,known
run_587,306,101_500,known
run_588,307,101_500,known
run_589,308,101_500,known
run_590,309,101_500,known
run_591,310,101_500,known
run_592,311,101_500,known
run_593,312,101_500,known
run_594,313,101_500,known
run_595,314,101_500,known
run_596,315,101_500,known
run_597,316,101_500,known
run_598,317,101_500,known
run_599,318,101_500,known
run_600,319,101_500,known
run_601,320,101_500,mephi
run_602,321,101_500,mephi
run_603,322,101_500,mephi
run_604,323,101_500,mephi
run_605,324,101_500,mephi
run_606,325,101_500,mephi
run_607,326,101_500,mephi
run_608,327,101_500,mephi
run_609,328,101_500,mephi
run_610,329,101_500,mephi
run_611,330,101_500,mephi
run_612,331,101_500,mephi
run_613,332,101_500,mephi
run_614,333,101_500,mephi
run_615,334,101_500,mephi
run_616,335,101_500,mephi
run_617,336,101_500,mephi
run_618,337,101_500,mephi
run_619,338,101_500,mephi
run_620,339,101_500,mephi
run_621,340,101_500,emerging
run_622,341,101_500,emerging
run_623,342,101_500,emerging
run_624,343,101_500,emerging
run_625,344,101_500,emerging
run_626,345,101_500,emerging
run_627,346,101_500,emerging
run_628,347,101_500,emerging
run_629,348,101_500,emerging
run_630,349,101_500,emerging
run_631,260,101_500,emerging
run_632,261,101_500,emerging
run_633,262,101_500,emerging
run_634,263,101_500,emerging
run_635,264,101_500,emerging
run_636,265,101_500,emerging
run_637,266,101_500,emerging
run_638,267,101_500,emerging
run_639,268,101_500,emerging
run_640,269,101_500,emerging
run_641,270,101_500,emerging
run_642,271,101_500,emerging
run_643,272,101_500,emerging
run_644,273,101_500,emerging
run_645,274,101_500,emerging
run_646,275,101_500,emerging
run_647,276,101_500,emerging
run_648,277,101_500,emerging
run_649,278,101_500,emerging
run_650,279,101_500,emerging
run_651,280,101_500,emerging
run_652,281,101_500,emerging
run_653,282,101_500,emerging
run_654,283,101_500,emerging
run_655,284,101_500,emerging
run_656,285,101_500,emerging
run_657,286,101_500,emerging
run_658,287,101_500,emerging
run_659,288,101_500,emerging
run_660,289,101_500,emerging
run_661,290,101_500,emerging
run_662,291,101_500,emerging
run_663,292,101_500,emerging
run_664,293,101_500,emerging
run_665,294,101_500,emerging
run_666,295,101_500,emerging
run_667,296,101_500,emerging
run_668,297,101_500,emerging
run_669,298,101_500,emerging
run_670,299,101_500,emerging
run_671,300,101_500,emerging
run_672,301,101_500,emerging
run_673,302,101_500,emerging
run_674,303,101_500,emerging
run_675,304,101_500,emerging
run_676,305,101_500,emerging
run_677,306,101_500,emerging
run_678,307,101_500,emerging
run_679,308,101_500,emerging
run_680,309,101_500,emerging
run_681,1280,501_3000,emerging
run_682,1281,501_3000,emerging
run_683,1282,501_3000,emerging
run_684,1283,501_3000,emerging
run_685,1284,501_3000,emerging
run_686,1285,501_3000,emerging
run_687,1286,501_3000,emerging
run_688,1287,501_3000,emerging
run_689,1288,501_3000,emerging
run_690,1289,501_3000,emerging
run_691,1290,501_3000,emerging
run_692,1291,501_3000,emerging
run_693,1292,501_3000,emerging
run_694,1293,501_3000,emerging
run_695,1294,501_3000,emerging
run_696,1295,501_3000,emerging
run_697,1296,501_3000,emerging
run_698,1297,501_3000,emerging
run_699,1298,501_3000,emerging
run_700,1299,501_3000,emerging
run_701,1300,501_3000,minor_emerging
run_702,1301,501_3000,minor_emerging
run_703,1302,501_3000,minor_emerging
run_704,1303,501_3000,minor_emerging
run_705,1304,501_3000,minor_emerging
run_706,1305,501_3000,minor_emerging
run_707,1306,501_3000,minor_emerging
run_708,1307,501_3000,minor_emerging
run_709,1308,501_3000,minor_emerging
run_710,1309,501_3000,minor_emerging
run_711,1310,501_3000,minor_emerging
run_712,1311,501_3000,minor_emerging
run_713,1312,501_3000,minor_emerging
run_714,1313,501_3000,minor_emerging
run_715,1314,501_3000,minor_emerging
run_716,1315,501_3000,minor_emerging
run_717,1316,501_3000,minor_emerging
run_718,1317,501_3000,minor_emerging
run_719,1318,501_3000,minor_emerging
run_720,1319,501_3000,minor_emerging
run_721,1320,501_3000,minor_emerging
run_722,1321,501_3000,minor_emerging
run_723,1322,501_3000,minor_emerging
run_724,1323,501_3000,minor_emerging
run_725,1324,501_3000,minor_emerging
run_726,1325,501_3000,minor_emerging
run_727,1326,501_3000,minor_emerging
run_728,1327,501_3000,minor_emerging
run_729,1328,501_3000,minor_emerging
run_730,1329,501_3000,minor_emerging
run_731,1330,501_3000,minor_emerging
run_732,1331,501_3000,minor_emerging
run_733,1332,501_3000,minor_emerging
run_734,1333,501_3000,minor_emerging
run_735,1334,501_3000,minor_emerging
run_736,1335,501_3000,minor_emerging
run_737,1336,501_3000,minor_emerging
run_738,1337,501_3000,minor_emerging
run_739,1338,501_3000,minor_emerging
run_740,1339,501_3000,minor_emerging
run_741,1340,501_3000,minor_emerging
run_742,1341,501_3000,minor_emerging
run_743,1342,501_3000,minor_emerging
run_744,1343,501_3000,minor_emerging
run_745,1344,501_3000,minor_emerging
run_746,1345,501_3000,minor_emerging
run_747,1346,501_3000,minor_emerging
run_748,1347,501_3000,minor_emerging
run_749,1348,501_3000,minor_emerging
run_750,1349,501_3000,minor_emerging
run_751,1350,501_3000,minor_emerging
run_752,1351,501_3000,minor_emerging
run_753,1352,501_3000,minor_emerging
run_754,1353,501_3000,minor_emerging
run_755,1354,501_3000,minor_emerging
run_756,1355,501_3000,minor_emerging
run_757,1356,501_3000,minor_emerging
run_758,1357,501_3000,minor_emerging
run_759,1358,501_3000,minor_emerging
run_760,1359,501_3000,minor_emerging
run_761,5360,3001_10000,noise
run_762,5361,3001_10000,noise
run_763,5362,3001_10000,noise
run_764,5363,3001_10000,noise
run_765,5364,3001_10000,noise
run_766,5365,3001_10000,noise
run_767,5366,3001_10000,noise
run_768,5367,3001_10000,noise
run_769,5368,3001_10000,noise
run_770,5369,3001_10000,noise
run_771,5370,3001_10000,noise
run_772,5371,3001_10000,noise
run_773,5372,3001_10000,noise
run_774,5373,3001_10000,noise
run_775,5374,3001_10000,noise
run_776,5375,3001_10000,noise
run_777,5376,3001_10000,noise
run_778,5377,3001_10000,noise
run_779,5378,3001_10000,noise
run_780,5379,3001_10000,noise
run_781,5380,3001_10000,noise
run_782,5381,3001_10000,noise
run_783,5382,3001_10000,noise
run_784,5383,3001_10000,noise
run_785,5384,3001_10000,noise
run_786,5385,3001_10000,noise
run_787,5386,3001_10000,noise
run_788,5387,3001_10000,noise
run_789,5388,3001_10000,noise
run_790,5389,3001_10000,noise
run_791,5390,3001_10000,noise
run_792,5391,3001_10000,noise
run_793,100000,exact_100000,noise
run_794,100000,exact_100000,noise
run_795,100000,exact_100000,noise
run_796,100000,exact_100000,noise
run_797,100000,exact_100000,noise
run_798,100000,exact_100000,noise
run_799,100000,exact_100000,noise
run_800,100000,exact_100000,noise
