run_id,conversation_id,user_id,target_type,target_id,run_status,manual_minutes_low,manual_minutes_base,manual_minutes_high,prompt_minutes,ai_wall_minutes,quality_score,quality_evidence,marginal_cost,fully_loaded_cost,potential_saved_minutes_base,potential_roi_base,actual_saved_minutes,actual_roi,break_even_quality_base,status,missing_evidence
run_078,conv_aleksei_smirnov_06,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,5.66,,,0.0,23.9,15.434,15.144351,,,0.42088,POTENTIALLY_EFFECTIVE,[]
run_096,conv_aleksei_smirnov_06,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.92,,,0.0,24.39,15.508,14.895859,,,0.418704,POTENTIALLY_EFFECTIVE,[]
run_007,conv_aleksei_smirnov_07,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.97,,,0.0,23.99,15.503,15.15569,,,0.418264,POTENTIALLY_EFFECTIVE,[]
run_025,conv_aleksei_smirnov_07,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.64,,,0.0,22.26,15.536,16.448338,,,0.414176,POTENTIALLY_EFFECTIVE,[]
run_043,conv_aleksei_smirnov_07,aleksei_smirnov,known_use_case,daily_email_digest,completed,25.0,45.0,90.0,3.0,4.9399999999999995,,,0.0,22.95,33.506,35.498911,,,0.275822,POTENTIALLY_EFFECTIVE,[]
run_061,conv_aleksei_smirnov_07,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,7.63,,,0.0,23.54,15.237,15.182031,,,0.428184,POTENTIALLY_EFFECTIVE,[]
run_079,conv_aleksei_smirnov_07,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,6.069999999999999,,,0.0,24.19,15.393,14.908433,,,0.422984,POTENTIALLY_EFFECTIVE,[]
run_097,conv_aleksei_smirnov_07,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.75,,,0.0,22.32,15.525,16.389113,,,0.414712,POTENTIALLY_EFFECTIVE,[]
run_008,conv_aleksei_smirnov_08,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.430000000000001,,,0.0,24.28,15.557,15.018328,,,0.416568,POTENTIALLY_EFFECTIVE,[]
run_026,conv_aleksei_smirnov_08,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.4399999999999995,,,0.0,22.56,15.556,16.238475,,,0.413856,POTENTIALLY_EFFECTIVE,[]
run_044,conv_aleksei_smirnov_08,aleksei_smirnov,known_use_case,daily_email_digest,completed,25.0,45.0,90.0,3.0,4.25,,,0.0,23.25,33.575,35.102151,,,0.274556,POTENTIALLY_EFFECTIVE,[]
run_062,conv_aleksei_smirnov_08,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,5.180000000000001,,,0.0,23.84,15.482,15.235319,,,0.418864,POTENTIALLY_EFFECTIVE,[]
run_080,conv_aleksei_smirnov_08,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,5.989999999999999,,,0.0,24.49,15.401,14.721723,,,0.423144,POTENTIALLY_EFFECTIVE,[]
run_098,conv_aleksei_smirnov_08,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.45,,,0.0,22.62,15.555,16.191645,,,0.413992,POTENTIALLY_EFFECTIVE,[]
run_009,conv_aleksei_smirnov_09,aleksei_smirnov,known_use_case,daily_email_digest,completed,25.0,45.0,90.0,3.0,4.05,,,0.0,22.21,33.595,36.815173,,,0.273187,POTENTIALLY_EFFECTIVE,[]
run_027,conv_aleksei_smirnov_09,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.1,,,0.0,22.85,15.59,16.056893,,,0.41296,POTENTIALLY_EFFECTIVE,[]
run_045,conv_aleksei_smirnov_09,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.8,,,0.0,23.54,15.52,15.482583,,,0.416864,POTENTIALLY_EFFECTIVE,[]
run_063,conv_aleksei_smirnov_09,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,5.45,,,0.0,24.13,15.455,15.012225,,,0.420408,POTENTIALLY_EFFECTIVE,[]
run_081,conv_aleksei_smirnov_09,aleksei_smirnov,,,completed,,,,3.0,8.0,,,0.0,22.27,,,,,,INSUFFICIENT_EVIDENCE,"[""economic_passport""]"
run_099,conv_aleksei_smirnov_09,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.6,,,0.0,22.91,15.54,15.95766,,,0.415056,POTENTIALLY_EFFECTIVE,[]
run_010,conv_aleksei_smirnov_10,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.569999999999999,,,0.0,22.56,15.543,16.224069,,,0.414376,POTENTIALLY_EFFECTIVE,[]
run_028,conv_aleksei_smirnov_10,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.38,,,0.0,23.15,15.562,15.805616,,,0.41456,POTENTIALLY_EFFECTIVE,[]
run_046,conv_aleksei_smirnov_10,aleksei_smirnov,known_use_case,daily_email_digest,completed,25.0,45.0,90.0,3.0,4.29,,,0.0,23.84,33.571,34.204488,,,0.275169,POTENTIALLY_EFFECTIVE,[]
run_064,conv_aleksei_smirnov_10,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,5.760000000000001,,,0.0,24.43,15.424,14.783872,,,0.422128,POTENTIALLY_EFFECTIVE,[]
run_082,conv_aleksei_smirnov_10,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.58,,,0.0,22.57,15.542,16.21533,,,0.414432,POTENTIALLY_EFFECTIVE,[]
run_100,conv_aleksei_smirnov_10,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.19,,,0.0,23.21,15.581,15.782637,,,0.413896,POTENTIALLY_EFFECTIVE,[]
run_011,conv_aleksei_smirnov_11,aleksei_smirnov,,,completed,,,,3.0,6.71,,,0.0,22.85,,,,,,INSUFFICIENT_EVIDENCE,"[""economic_passport""]"
run_029,conv_aleksei_smirnov_11,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.489999999999999,,,0.0,23.44,15.551,15.585964,,,0.415464,POTENTIALLY_EFFECTIVE,[]
run_047,conv_aleksei_smirnov_11,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,5.010000000000001,,,0.0,24.13,15.499,15.057812,,,0.418648,POTENTIALLY_EFFECTIVE,[]
run_065,conv_aleksei_smirnov_11,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,5.36,,,0.0,22.36,15.464,16.289803,,,0.417216,POTENTIALLY_EFFECTIVE,[]
run_083,conv_aleksei_smirnov_11,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.22,,,0.0,22.86,15.578,16.036308,,,0.413456,POTENTIALLY_EFFECTIVE,[]
run_101,conv_aleksei_smirnov_11,aleksei_smirnov,,,completed,,,,3.0,7.319999999999999,,,0.0,23.5,,,,,,INSUFFICIENT_EVIDENCE,"[""economic_passport""]"
run_012,conv_aleksei_smirnov_12,aleksei_smirnov,known_use_case,daily_email_digest,completed,25.0,45.0,90.0,3.0,4.16,,,0.0,23.15,33.584,35.267819,,,0.274267,POTENTIALLY_EFFECTIVE,[]
run_030,conv_aleksei_smirnov_12,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.4399999999999995,,,0.0,23.79,15.556,15.347205,,,0.415824,POTENTIALLY_EFFECTIVE,[]
run_048,conv_aleksei_smirnov_12,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.62,,,0.0,24.43,15.538,14.900532,,,0.417568,POTENTIALLY_EFFECTIVE,[]
run_066,conv_aleksei_smirnov_12,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.86,,,0.0,22.66,15.514,16.116064,,,0.415696,POTENTIALLY_EFFECTIVE,[]
run_084,conv_aleksei_smirnov_12,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.22,,,0.0,23.16,15.578,15.81563,,,0.413936,POTENTIALLY_EFFECTIVE,[]
run_102,conv_aleksei_smirnov_12,aleksei_smirnov,,,completed,,,,3.0,3.39,,,0.0,23.8,,,,,,INSUFFICIENT_EVIDENCE,"[""economic_passport""]"
run_013,conv_aleksei_smirnov_13,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.8100000000000005,,,0.0,23.44,15.519,15.551834,,,0.416744,POTENTIALLY_EFFECTIVE,[]
run_031,conv_aleksei_smirnov_13,aleksei_smirnov,known_use_case,project_team_vendor_owner,completed,20.0,40.0,90.0,3.0,6.86,,,0.0,24.09,28.314,28.383562,,,0.31624,POTENTIALLY_EFFECTIVE,[]
run_049,conv_aleksei_smirnov_13,aleksei_smirnov,known_use_case,daily_email_digest,completed,25.0,45.0,90.0,3.0,4.79,,,0.0,22.36,33.521,36.478757,,,0.274964,POTENTIALLY_EFFECTIVE,[]
run_067,conv_aleksei_smirnov_13,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,5.65,,,0.0,22.95,15.435,15.813725,,,0.41932,POTENTIALLY_EFFECTIVE,[]
run_085,conv_aleksei_smirnov_13,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.73,,,0.0,23.45,15.527,15.553305,,,0.41644,POTENTIALLY_EFFECTIVE,[]
run_103,conv_aleksei_smirnov_13,aleksei_smirnov,,,completed,,,,3.0,4.25,,,0.0,24.1,,,,,,INSUFFICIENT_EVIDENCE,"[""economic_passport""]"
run_014,conv_aleksei_smirnov_14,aleksei_smirnov,known_use_case,daily_email_digest,completed,25.0,45.0,90.0,3.0,4.71,,,0.0,23.74,33.529,34.308551,,,0.276013,POTENTIALLY_EFFECTIVE,[]
run_032,conv_aleksei_smirnov_14,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.8100000000000005,,,0.0,24.38,15.519,14.913659,,,0.418248,POTENTIALLY_EFFECTIVE,[]
run_050,conv_aleksei_smirnov_14,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.45,,,0.0,22.71,15.555,16.123514,,,0.414136,POTENTIALLY_EFFECTIVE,[]
run_068,conv_aleksei_smirnov_14,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,5.38,,,0.0,23.25,15.462,15.625806,,,0.41872,POTENTIALLY_EFFECTIVE,[]
run_086,conv_aleksei_smirnov_14,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.680000000000001,,,0.0,23.75,15.532,15.349474,,,0.41672,POTENTIALLY_EFFECTIVE,[]
run_104,conv_aleksei_smirnov_14,aleksei_smirnov,cluster,ef929cde84c69d4c87c1ede855119db14b99ad87292aacce89b42317c2c08739,completed,,,,3.0,3.67,,,0.0,24.39,,,,,,INSUFFICIENT_EVIDENCE,"[""economic_passport""]"
run_015,conv_aleksei_smirnov_15,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.58,,,0.0,24.04,15.542,15.162646,,,0.416784,POTENTIALLY_EFFECTIVE,[]
run_033,conv_aleksei_smirnov_15,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.55,,,0.0,22.31,15.545,16.419319,,,0.413896,POTENTIALLY_EFFECTIVE,[]
run_051,conv_aleksei_smirnov_15,aleksei_smirnov,,,completed,,,,3.0,6.59,,,0.0,23.0,,,,,,INSUFFICIENT_EVIDENCE,"[""economic_passport""]"
run_069,conv_aleksei_smirnov_15,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,5.430000000000001,,,0.0,23.54,15.457,15.415675,,,0.419384,POTENTIALLY_EFFECTIVE,[]
run_087,conv_aleksei_smirnov_15,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.89,,,0.0,24.05,15.511,15.123701,,,0.41804,POTENTIALLY_EFFECTIVE,[]
run_105,conv_aleksei_smirnov_15,aleksei_smirnov,cluster,4bbf2f178daa76f45e11271209212ce17c4a11d3e0ad99c59fa6fee7e844031f,completed,,,,3.0,3.45,,,0.0,22.32,,,,,,INSUFFICIENT_EVIDENCE,"[""economic_passport""]"
run_016,conv_aleksei_smirnov_16,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.930000000000001,,,0.0,24.33,15.507,14.934032,,,0.418648,POTENTIALLY_EFFECTIVE,[]
run_034,conv_aleksei_smirnov_16,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.19,,,0.0,22.61,15.581,16.227996,,,0.412936,POTENTIALLY_EFFECTIVE,[]
run_052,conv_aleksei_smirnov_16,aleksei_smirnov,known_use_case,daily_email_digest,completed,25.0,45.0,90.0,3.0,4.55,,,0.0,23.3,33.545,34.992489,,,0.275267,POTENTIALLY_EFFECTIVE,[]
run_070,conv_aleksei_smirnov_16,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,5.66,,,0.0,23.89,15.434,15.151109,,,0.420864,POTENTIALLY_EFFECTIVE,[]
run_088,conv_aleksei_smirnov_16,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,5.11,,,0.0,24.34,15.489,14.908998,,,0.419384,POTENTIALLY_EFFECTIVE,[]
run_106,conv_aleksei_smirnov_16,aleksei_smirnov,cluster,4bbf2f178daa76f45e11271209212ce17c4a11d3e0ad99c59fa6fee7e844031f,completed,,,,3.0,3.4699999999999998,,,0.0,22.62,,,,,,INSUFFICIENT_EVIDENCE,"[""economic_passport""]"
run_017,conv_aleksei_smirnov_17,aleksei_smirnov,known_use_case,daily_email_digest,completed,25.0,45.0,90.0,3.0,3.8800000000000003,,,0.0,22.26,33.612,36.749326,,,0.272853,POTENTIALLY_EFFECTIVE,[]
run_035,conv_aleksei_smirnov_17,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.64,,,0.0,22.9,15.536,15.960699,,,0.4152,POTENTIALLY_EFFECTIVE,[]
run_053,conv_aleksei_smirnov_17,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.5600000000000005,,,0.0,23.59,15.544,15.473082,,,0.415984,POTENTIALLY_EFFECTIVE,[]
run_071,conv_aleksei_smirnov_17,aleksei_smirnov,known_use_case,project_team_vendor_owner,completed,20.0,40.0,90.0,3.0,7.760000000000001,,,0.0,24.18,28.224,28.181141,,,0.31858,POTENTIALLY_EFFECTIVE,[]
run_089,conv_aleksei_smirnov_17,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.35,,,0.0,22.27,15.565,16.473058,,,0.413032,POTENTIALLY_EFFECTIVE,[]
run_018,conv_aleksei_smirnov_18,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.5,,,0.0,22.56,15.55,16.231826,,,0.414096,POTENTIALLY_EFFECTIVE,[]
run_036,conv_aleksei_smirnov_18,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,4.6899999999999995,,,0.0,23.2,15.531,15.735991,,,0.41588,POTENTIALLY_EFFECTIVE,[]
run_054,conv_aleksei_smirnov_18,aleksei_smirnov,known_use_case,daily_email_digest,completed,25.0,45.0,90.0,3.0,4.86,,,0.0,23.89,33.514,34.071159,,,0.27648,POTENTIALLY_EFFECTIVE,[]
run_072,conv_aleksei_smirnov_18,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,5.86,,,0.0,24.48,15.414,14.741422,,,0.422608,POTENTIALLY_EFFECTIVE,[]
run_090,conv_aleksei_smirnov_18,aleksei_smirnov,known_use_case,client_contacts_by_company,completed,10.0,25.0,60.0,3.0,3.98,,,0.0,22.62,15.602,16.24359,,,0.412112,POTENTIALLY_EFFECTIVE,[]
run_595,conv_anna_novikova_01,anna_novikova,known_use_case,isup_ticket_create_edit,completed,12.0,25.0,60.0,3.0,9.889999999999999,,,0.0,144.12,13.011,1.256973,,,0.710152,POTENTIALLY_EFFECTIVE,[]
run_621,conv_anna_novikova_01,anna_novikova,cluster,c90ec9ce68439e55749888b6ed6b64c63218a74e404af29861e3f2f0eb1aaccb,completed,,,,3.0,8.81,,,0.0,153.08,,,,,,INSUFFICIENT_EVIDENCE,"[""economic_passport""]"
run_627,conv_anna_novikova_01,anna_novikova,cluster,7a2b6d9f700861d1fdcd5a1177d121edc2772afdaab4cfec819fbc23069efc29,completed,25.0,50.0,100.0,3.0,10.45,,,0.0,153.13,34.164,4.577614,,,0.439224,POTENTIALLY_EFFECTIVE,[]
run_633,conv_anna_novikova_01,anna_novikova,cluster,7a2b6d9f700861d1fdcd5a1177d121edc2772afdaab4cfec819fbc23069efc29,completed,25.0,50.0,100.0,3.0,9.370000000000001,,,0.0,113.94,34.2504,6.515008,,,0.406144,POTENTIALLY_EFFECTIVE,[]
run_639,conv_anna_novikova_01,anna_novikova,cluster,c90ec9ce68439e55749888b6ed6b64c63218a74e404af29861e3f2f0eb1aaccb,completed,,,,3.0,8.729999999999999,,,0.0,129.6,,,,,,INSUFFICIENT_EVIDENCE,"[""economic_passport""]"
run_645,conv_anna_novikova_01,anna_novikova,cluster,c90ec9ce68439e55749888b6ed6b64c63218a74e404af29861e3f2f0eb1aaccb,completed,,,,3.0,7.6,,,0.0,132.94,,,,,,INSUFFICIENT_EVIDENCE,"[""economic_passport""]"
run_596,conv_anna_novikova_02,anna_novikova,known_use_case,isup_ticket_create_edit,completed,12.0,25.0,60.0,3.0,8.629999999999999,,,0.0,144.42,13.137,1.274096,,,0.705592,POTENTIALLY_EFFECTIVE,[]
run_622,conv_anna_novikova_02,anna_novikova,cluster,7a2b6d9f700861d1fdcd5a1177d121edc2772afdaab4cfec819fbc23069efc29,completed,25.0,50.0,100.0,3.0,10.24,,,0.0,151.66,34.1808,4.634445,,,0.437712,POTENTIALLY_EFFECTIVE,[]
run_628,conv_anna_novikova_02,anna_novikova,cluster,7a2b6d9f700861d1fdcd5a1177d121edc2772afdaab4cfec819fbc23069efc29,completed,25.0,50.0,100.0,3.0,10.75,,,0.0,139.0,34.14,5.140288,,,0.4284,POTENTIALLY_EFFECTIVE,[]
run_634,conv_anna_novikova_02,anna_novikova,cluster,7a2b6d9f700861d1fdcd5a1177d121edc2772afdaab4cfec819fbc23069efc29,completed,25.0,50.0,100.0,3.0,8.620000000000001,,,0.0,128.12,34.3104,5.694973,,,0.416288,POTENTIALLY_EFFECTIVE,[]
run_640,conv_anna_novikova_02,anna_novikova,cluster,7a2b6d9f700861d1fdcd5a1177d121edc2772afdaab4cfec819fbc23069efc29,completed,25.0,50.0,100.0,3.0,9.09,,,0.0,132.16,34.2728,5.483202,,,0.420272,POTENTIALLY_EFFECTIVE,[]
